User ID,Completed,Group Name,Group,Date,Grouping,PCA Group,Group_High_Score,Group_High_1,Group_High_2,Group_High_3,Individ_High_1,Individ_High_2,Individ_High_3,Individ_Sentence,Ease of task,Safety,Listen,Productive,Generosity,Learning,Attention,Emotion,Risk Tolerance,Decision Making,Effort,Fairness,Focus,New ideas,Express opinions,Supportive,Help when stuck,Listening,Talk too much,Average Qual Coding,Race/Ethnicity,Where are you *based*? ğŸŒ,What is your *age*? ğŸ‚,Where were you *born*? ğŸ‘¶,Do you *identify as an immigrant* to your country of residence? âœˆï¸,Do you *identify as a person of minority sexual orientation* and/or gender identity? ğŸ³ï¸â€ğŸŒˆ,What *gender* do you most identify with at this time?,"How many *years of education* have you completed, counting from the first year of primary/elementary school? ğŸ“",*How many parent(s) and/or legal guardian(s) did you live with* when you were a child,Think about one of your parent(s)/guardian(s) who you lived with when you were a child. *Which of the following options best describes their education level compared to yours?*,Think about *another* parent/guardian you lived with when you were a child. *Which of the following options best describes their education level compared to yours?*,What is your *proficiency with the English* language? ğŸ’¬,Are you *proficient in a language(s) that is NOT English*? ğŸŒ,"You said yes, *specify which language (s)*","If yes, *when did you learn* this language? ğŸ‘ª",What *type of organization* do you work for? ğŸ‘”,Other,"ğŸ’¼ Management, business, and finance",ğŸ–¥ï¸Computer and mathematical,âš™ï¸Architecture and engineering,"ğŸ”¬Life, physics, and social sciences",ğŸ‘©â€ğŸ‘©â€ğŸ‘§ Community and social service,âš–ï¸ Legal,"ğŸ“– Education, training, and library","ğŸ¨ Art, design, entertainment, sports, & media",ğŸ¥ Healthcare practitioners and technicians,ğŸ’Š Healthcare service support,Other,"Please list your *current or your most recent* position title, or describe your position in a few words  ğŸ‘©â€ğŸ’»",*How long* have you been working at this organization? â³,"*Do you make key decisions* for your current organization, such as those related to hiring, major financial transactions, and/or large-scale strategy? ğŸ‘©â€ğŸ«",Describe the *type of decisions?* ğŸ“ˆ,"In your current role, *how often do you engage in cross-group* or interdepartmental communication and/or collaborations? ğŸ¤","In your opinion, *how important is empathy* among individuals you work closely with at your organization? ğŸ¤—","In your opinion, *how important is diversity* (e.g., racial/ethnic, gender, age, political affiliations, etc.) within an organization? ğŸ¤","In your opinion, *how important are creativity and innovation* within an organization? ğŸ’¡","In your opinion, *how important is psychological safety* within an organization? ğŸ’­","In your professional context, *how interested are you in the topic of public health concerns* regarding the Covid-19 pandemic? ğŸ’‰","In 2-3 sentences, please *describe your attitudes towards COVID-19 vaccination*. ğŸ’‰",*How comfortable are you with working in groups* of people you may not know? ğŸ‘¥ğŸ‘¥,*Do you enjoy professional networking* events? ğŸ¤,How *likely* are you to *connect with other professionals* following a networking event? ğŸ“§,I am interested in learning about how to be more effective at work.,I am interested in connecting with people with various backgrounds and experiences.,I want to learn how to handle conflict at work.,I want to understand how empathy can improve work culture.,I want to contribute to generating innovative social solutions.,*How frequently did you personally experience positive emotions while working with your group?*,How frequently *do you think other members experienced positive emotions* while working with your group?,How frequently *did you personally experience negative emotions* while working with your group?,How frequently *do you think other members experienced negative emotions* while working with your group?,Group Member 1,Group Member 2,Group Member 3,Group Member 4,Group Member 1,Group Member 2,Group Member 3,Group Member 4,How frequently *did you agree with the values* and beliefs *of the most dominant speaker*?,How frequently *did you agree with the values* and beliefs *of the majority of the group*?,How frequently *did you feel as though you had to compromise* on your own values and beliefs to go along with what the group wanted? ğŸ¤,How frequently did you *feel as though your opinions counted* during the discussion? ğŸ¤”,"Overall, how would you *classify the teamwork in your group*? ğŸ‘©â€ğŸ”¬ğŸ‘¨â€ğŸ”¬",*How frequently did conflict arise* in your group?,"If conflict did arise in your group, *was your group able to resolve the conflict* and move on? ğŸ•Šï¸","If conflict did arise in your group, *did the conflict contribute to a productive discussion* that impacted the final solution? ğŸ˜Œ",Diverse,Engaged,Trustworthy,Supportive_post,Open to different opinions,Bored,Secretive,Friendly,Tense,Anxious,Guilt,Outside-of-the-box,Fun,Quiet,Appreciation,Courage,Helpful,Awkward,Gratitude,Expressive,Empathy,Confident,Uncompromising,Problem-solving,Curiosity,Fair,Stubborn,Other,Rate your *overall agreement with the solution*(s) your group came up with ğŸ‘Œ,*How creative or innovative* do you think your group solution was? ğŸ’¡,*How inclusive* of all group memberâ€™s perspectives do you think your group solution was?,*How empathetic* do you think your group solution was?,How will the group solution to vaccinating the US be applicable to vaccinating the rest of the world?,"You said {{field:70ddd8e1-c479-4e9d-a454-2dff96b08980}}, why is this solution applicable to a global context?","*How interested* are you in the* topic of Covid-19 vaccination*, after participating?* ğŸ’‰*","Going back to the Pymetrics assessment of your thinking styles that you took before this Zoom meeting, what were your thoughts?","Any feedback about the Pymetrics assessment (e.g., experience of taking it, results given, etc.?)","*How likely are you to connect,* through any professional social media-based platform (e.g. LinkedIn), email and/or phone with other group members? âœ‰ï¸",*How likely are you to take what you learned* from this Forbes Ignite group experience to your current or future workplace? ğŸ’¼,*What are your key take-away points* from this Forbes Ignite experience? âœï¸,*Do you have any suggestions* for social innovation topics that Forbes Ignite could explore? âœï¸
1,TRUE,443168,8,30-Apr,Homogenous,0,,,,,Listening,,,Our qualitative analysis found that you provided a lot of new information to the group through the incorporation of new ideas with mainstream culture.,4,5,5,4,0.384153931,-0.244998841,1.013668178,-0.021215723,0.698497744,2.299875864,1.146234247,-0.992128047,0.939728164,4,4,4,3,5,1,4,Southeast Asian/ Indonesian,Canada ğŸ‡¨ğŸ‡¦,29,Indonesia ğŸ‡®ğŸ‡©,0,No,Man,22,2,Less years of schooling,Less years of schooling,6,1,Chinese,Adolescence/Adulthood (age 13 or older),School,,,,,"ğŸ”¬Life, physics, and social sciences",,,,,,,,Graduate student researcher,5,0,,4,5,5,5,5,4,"Vaccination is definitely the ultimate way to combat the current pandemic situation. Public cooperation could boost the efficiency of the vaccination, thus accelerates the eradication of the pandemic.",5,3,5,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2,TRUE,443163,3,30-Apr,Diverse,0,,Ease of task,Listen,,Express opinions,,,"Our qualitative analysis found that you were vocal and ethusiastic in expressing your experimental marketing ideas, and very expressive and humorous in your contributions.",4,3,4,3,0.310607054,-2.05297983,-1.172394301,-0.212804738,0.268087341,0.157585398,0.470956587,-1.457985454,-0.503287468,3,5,2,2,3,4,3,W,United States ğŸ‡ºğŸ‡¸,52,United States ğŸ‡ºğŸ‡¸,0,No,"Non-binary, Two-Spirit, Third Gender, gender-fluid, and/or genderqueer",19,2,Less years of schooling,Less years of schooling,10,0,,,Self-employed,,,,,,,,"ğŸ“– Education, training, and library","ğŸ¨ Art, design, entertainment, sports, & media",,,,Director,4,1,Everything,4,5,5,5,5,5,It is a good thing.,1,3,5,0,0,1,0,0,6,6,2,2,Group Member 1,Group Member 2,Group Member 3,,Group Member 1,,,,5,5,2,6,5,2,Yes,Yes,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,5,5,6,5,3,,5,I found it somewhat useful,"I thought the analysis was very interesting, and somewhat aligned with feedback I've received in the past from other sources.",2,4,"Small groups work best, hearing all opinions no matter how I feel personally is valuable, flexibility helps",Free daycare (or pre-K) for all children
3,TRUE,443163,3,30-Apr,Diverse,1,,Ease of task,Listen,,Supportive,Help when stuck,Listening,"Our qualitative analysis found that you were able to keep the group on track in terms of timing, were practical and grounded in your assumptions, and were an effective mediator.",4,3,4,3,0.376352178,-0.176344093,-1.17394559,-0.269664352,-1.182434239,-1.396549543,-1.975959845,0.838495972,0.005391055,4,4,4,4,5,1,4.2,W,United States ğŸ‡ºğŸ‡¸,37,United States ğŸ‡ºğŸ‡¸,0,No,Woman,20,2,Equal years of schooling,More years of schooling,10,0,,,Not-for-profit,,"ğŸ’¼ Management, business, and finance",,,,,,"ğŸ“– Education, training, and library",,,,,Grants Accountant,2,0,,3,5,5,5,5,5,"It's an important step to get the world back on track on a number of levels, and it is key to roll it out safely, but also as quickly as possible to as many people as possible.",4,2,4,1,1,0,0,0,6,6,4,3,Group Member 1,Group Member 2,,,Group Member 1,,,,4,5,3,5,5,2,Yes,Yes,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,5,6,5,4,"IT's about taking an experiential marketing approach, that is flexible depending on what different groups might be attracted to.",5,I found it minimally useful,"Honestly not really remembering the results. If we were supposed to review them just before this session, then I missed that reminder. But some of the games I had done before and thus they were familiar. I took them over several sessions rather than all at once. Some were more stressful than others.",6,5,"A few suggestions were uncomfortable for me, but forced me to be more creative and I wanted my ideas to be heard.","Microaggressions: understanding and recognizing them. Inclusivity, and what that looks like."
4,TRUE,443167,7,30-Apr,Diverse,1,Your group's final solution to the Case Study was rated in the top 4 (out of 17 teams) by an expert panel.,Ease of task,,,Supportive,Help when stuck,Listening,Our qualitative analysis found that you were able to use your previous knowledge from your professional career to aid in formulating a solution.,5,5,1,4,0.432540768,-0.449955805,0.943946879,-0.886194148,-0.910234398,-0.072054091,-1.674744571,0.987428054,-0.183601938,3,4,5,5,5,1,4.4,Caucasian,United States ğŸ‡ºğŸ‡¸,28,United States ğŸ‡ºğŸ‡¸,0,Yes,Woman,19,2,Less years of schooling,Less years of schooling,10,1,Tagalog (Filipino),Adolescence/Adulthood (age 13 or older),For-profit (company),,"ğŸ’¼ Management, business, and finance",,,,,,,"ğŸ¨ Art, design, entertainment, sports, & media",,,,Marketing manager at a bank,1,0,,4,5,5,5,5,3,I believe it is essential to controlling and mitigating the current pandemic. I am eager to receive the vaccine as soon as it is available to me.,5,2,2,1,1,0,1,1,6,5,3,3,,Group Member 2,Group Member 3,,,,Group Member 3,,6,6,1,6,5,1,,,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,6,4,6,5,3,,5,I found it somewhat useful,I found it interesting.,6,6,"Have more collaborative brainstorming sessions with a time crunch. It was so fun and productive, and I feel that my team would benefit from doing this activity in a macro setting more often.",How would you reform our carceral system?
5,TRUE,443168,8,30-Apr,Homogenous,0,,,,,Supportive,Help when stuck,Listening,Our qualitative analysis found that you greatly supported others ideas and made others feel comfortable through your sense of humor.,4,5,5,4,0.061021747,-3.839661432,0.92156085,1.266538897,-0.496091036,1.862588317,-1.221129734,0.830192,-0.123468361,4,5,5,5,5,2,4.8,Black African,United States ğŸ‡ºğŸ‡¸,36,Kenya ğŸ‡°ğŸ‡ª,1,No,Woman,23,1,Less years of schooling,,10,0,,,,Multilateral agency,"ğŸ’¼ Management, business, and finance",,,"ğŸ”¬Life, physics, and social sciences",,,,,,,,Health specialist at World Bank Group - advise Governments in Europe and Asia on national health reforms.,4,0,,4,5,5,3,4,5,Accepting a safe and effective COVID-19 vaccine is a rational choice and has positive externalities if we get to herd immunity - for health and the economy.,4,2,3,0,0,0,1,1,6,6,1,1,Group Member 1,Group Member 2,,,Group Member 1,,,,4,5,3,6,5,1,,,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,6,4,2,,5,I found it somewhat useful,"None, although it is an interesting assessment",6,6,Diversity in a group definitely adds a lot of value to reach a creative solution. Although we don't have enough time in the case study,Communication strategy for global warming issue
6,TRUE,443166,6,30-Apr,Diverse,0,Your group's final solution to the Case Study was rated in the top 6 (out of 17 teams) by an expert panel.,Listen,Productive,,,,,Our qualitative analysis found that you supported the group by being proactive with the technical challenges during the exercise.,4,4,5,5,-0.276684473,-0.307143326,-0.507419615,-1.055396136,0.550919527,-0.606334019,0.379436486,-1.080523434,-0.333296486,4,3,2,3,3,1,3,White,United States ğŸ‡ºğŸ‡¸,51,United Kingdom ğŸ‡¬ğŸ‡§,1,No,Man,18,1,Less years of schooling,,10,0,,,Self-employed,,"ğŸ’¼ Management, business, and finance",,,,,,,,,,,Founder and Chief Operating Officer,5,1,"HR, financing, marketing, operations",4,5,5,5,5,3,I think its essential for public health and economic growth,5,3,5,1,1,0,0,1,5,5,1,3,Group Member 1,,Group Member 3,,,,Group Member 3,,6,6,1,6,4,1,,,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,6,4,6,5,4,The effectiveness of communication is ubiquitous,4,I found it minimally useful,Useful perspective,4,1,"The importance of collaboration, staying in the realms of what's possible to accomplish and staying focused",Bullying
7,TRUE,443176,6,1-May,Homogenous,1,,,,,Express opinions,Supportive,Listening,Our qualitative analysis found that you frequently affirmed your group members' contributions and shared your opinions and personal experiences to drive the conversation.,3,3,4,3,0.641490575,-0.169726989,0.77922352,-0.076972606,-0.8927035,-0.713189901,-1.208088982,0.841775591,-0.936799095,4,5,5,4,5,3,4.6,White,United States ğŸ‡ºğŸ‡¸,29,United States ğŸ‡ºğŸ‡¸,0,No,Man,16,2,I do not know,I do not know,10,0,,,For-profit (company),,,ğŸ–¥ï¸Computer and mathematical,,,,,,,,,,Lead Developer,8,1,no idea,2,3,3,4,5,3,I really don't have a major opinion.,1,1,2,1,0,0,0,0,5,5,2,2,Group Member 1,Group Member 2,Group Member 3,,Group Member 1,,,,5,5,4,5,4,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,"Solution was based on commanalities across the world of appealing to authority, affinity, popularity and social inclusion to drive more and more to accept the vaccine",3,I found it minimally useful,Interesting in mostly a conversation starter type of way,4,4,It's possible to quickly form groups to work positively toward a goal.,Nothing at this time
8,TRUE,443173,3,1-May,Diverse,1,Your group's final solution to the Case Study was rated in the top 3 (out of 17 teams) by an expert panel.,Listen,,,,,,,2,2,4,2,0.325157463,-0.662082239,0.507826688,0.62401283,0.051757253,-0.228291537,1.073712485,0.821040755,0.157143993,2,3,3,3,3,1,2.8,White,United States ğŸ‡ºğŸ‡¸,48,United States ğŸ‡ºğŸ‡¸,0,No,Man,20,2,Equal years of schooling,,10,0,,,Not-for-profit,,,ğŸ–¥ï¸Computer and mathematical,,,,,,"ğŸ¨ Art, design, entertainment, sports, & media",,,,"Senior Manager, User Experience. I lead a team of researchers and designers to build online learning applications.",13,1,"Hiring, Software tools, vendor licenses",5,5,5,5,5,4,I will get the vaccine as soon as I am eligible. I hope others who do the same to the best of their abilities.,5,2,4,0,1,0,1,1,5,4,1,2,,,Group Member 3,,,,Group Member 3,,5,6,2,6,5,1,,,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,6,4,6,6,5,Social media touches all corners of the earth and could potentially be harnessed for good in this way.,5,I found it somewhat useful,NA,5,5,Rapid ideation; Diversity of Opinions; Accessible brainstorming method,"Extreme poverty (e.g., access to light sources in Indian slums)"
9,TRUE,443164,4,30-Apr,Diverse,1,Your group's final solution to the Case Study was rated in the top 4 (out of 17 teams) by an expert panel.,,,,New ideas,,,Our qualitative analysis found that you were able to generate new ideas and were efficient in keeping your group on task.,4,3,2,2,0.231440815,0.264932522,-0.196618607,0.784568823,0.425297293,-1.21854859,-2.207147156,0.846685184,-0.204546254,4,5,2,2,2,5,3,Caucasian,United States ğŸ‡ºğŸ‡¸,39,Belarus ğŸ‡§ğŸ‡¾,0,No,Woman,15,2,Equal years of schooling,Equal years of schooling,9,1,"Russian, Belarusian, German",Childhood (age 12 or younger),For-profit (company),,"ğŸ’¼ Management, business, and finance",ğŸ–¥ï¸Computer and mathematical,,,,,,,,,,Senior Director,5,1,"Strategy, partnerships, hiring, technology",5,5,4,5,5,4,"I think the vaccination is obligatory, tough I might question  the effectiveness of particular vaccines judging by available clinical data.",5,2,4,0,1,0,0,1,6,6,1,1,Group Member 1,Group Member 2,Group Member 3,,Group Member 1,Group Member 2,Group Member 3,,6,6,2,6,5,1,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,4,Could scale this to other countries and segments,5,I found it very useful,Really interesting,6,5,Interesting and out of the box solutions,Need more time to think about this
10,TRUE,4431610,10,30-Apr,Homogenous,1,,,,,New ideas,Supportive,Help when stuck,Our qualitative analysis found that you took leadership within the group and contributed to the harmony of the group.,5,5,5,5,0.200782564,-0.676658727,0.625806157,-1.354624512,-1.107489763,-0.744908674,-1.334384707,0.163192509,0.149560948,5,5,5,5,5,1,5,White Canadian,Canada ğŸ‡¨ğŸ‡¦,44,Canada ğŸ‡¨ğŸ‡¦,0,No,Woman,14,2,More years of schooling,Less years of schooling,9,0,,,For-profit (company),,"ğŸ’¼ Management, business, and finance",,,,,,,,,,,National sales manager Walmart Canada for skincare and colour cosmetics,2,1,Team strategy and customer p and l decisions,5,5,4,5,5,5,I am just waiting for my age group to,5,3,5,1,1,0,0,1,5,6,2,2,,Group Member 2,Group Member 3,Group Member 4,,Group Member 2,,Group Member 4,6,6,2,6,5,1,,,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,6,4,6,6,2,,5,I found it very useful,This was great! I think my group was on the same page as to how we fundamentally think and this allowed us to dive right in and work out solutions while making sure everyone was heard and valued.,6,6,"How a task is approached, and the type or person that approaches it will greatly influence the outcome",Not at this time
11,TRUE,443177,7,1-May,Homogenous,2,,Ease of task,Listen,Productive,Listening,,,Our qualitative analysis found that you contributed to the inclusivity of the solution and were skilled at bringing in different conditions and scenarios to consider.,5,5,5,4,0.565958204,0.556110418,0.122825766,-1.383459346,-0.509346692,0.507438883,0.662168753,0.827703232,0.039442803,3,5,4,3,4,2,3.8,W,United States ğŸ‡ºğŸ‡¸,51,United States ğŸ‡ºğŸ‡¸,0,No,Woman,17,2,More years of schooling,Equal years of schooling,10,1,spanish,Adolescence/Adulthood (age 13 or older),For-profit (company),,"ğŸ’¼ Management, business, and finance",,,,,,,"ğŸ¨ Art, design, entertainment, sports, & media",,,,Business Manager,1,1,marketing strategy,5,5,4,4,5,5,"I believe in vaccinations and will be getting vaccinated as soon as it is ""my turn"". Vaccinations are an important tool towards opening the economy back up.",5,2,4,1,1,0,1,0,5,4,1,1,Group Member 1,Group Member 2,Group Member 3,,,Group Member 2,,,5,6,1,6,5,1,,,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,4,6,4,5,"It includes kids, it can be applied to kids around the world. It also tries to address skepticals problems, which can be adopted to anyone with negative feelings about the vaccines.",5,I found it somewhat useful,"I am glad I was in this team, probably the test did a good job!",5,2,"it's fascinating that a group of complete unknowns can work together in half an hour to develop some ideas and trying to solve global issues. It means to me if the team is selected correctly, solving big problems wouldn't be so difficult.","You probably have considered environmental issues, global warming, CO2 emissions...."
12,TRUE,443165,5,30-Apr,Diverse,2,,,,,Supportive,Help when stuck,Listening,Our qualitative analysis found that you contributed to streamlining ideas and expressing compromise.,1,3,3,3,-0.671925019,-0.627071062,1.180493037,-1.477344309,1.175340198,0.991936927,0.272315613,0.508587642,0.954399558,3,3,4,4,4,2,3.6,Caucasian,United States ğŸ‡ºğŸ‡¸,31,United States ğŸ‡ºğŸ‡¸,0,No,Man,17,2,Less years of schooling,Less years of schooling,10,0,,,For-profit (company),,"ğŸ’¼ Management, business, and finance",,âš™ï¸Architecture and engineering,,,,,,,,,Chief Innovation Officer,6,1,"HR, technology, strategy, etc.",3,5,3,5,5,1,"I plan to get vaccinated ASAP.  Happy that many elderly, including my parents, will likely survive the pandemic now.",5,3,5,1,1,1,1,1,6,5,1,2,Group Member 1,,,,,Group Member 2,,,6,6,2,5,3,1,,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,5,4,3,6,5,It can be implemented in the same manner in different countries.,5,I found it very useful,It is good to see the pymetrics perspective,4,6,Developing a strategy to promote vaccinations in a diverse team,Psychiatric health/mental health in the pandemic
13,TRUE,443162,2,30-Apr,Diverse,0,,Safety,Ease of task,,Supportive,,,Our qualitative analysis found that you contributed new ideas and presented relevant solutions to the case study.,5,5,4,3,-1.518891838,-0.358736804,-1.08887963,-0.334065666,0.079177583,0.020646543,0.510546738,-0.019460577,0.753176234,3,5,4,3,3,5,3.6,Caucasian,United States ğŸ‡ºğŸ‡¸,41,United States ğŸ‡ºğŸ‡¸,0,No,Man,18,2,Less years of schooling,Less years of schooling,10,0,,,Government,,"ğŸ’¼ Management, business, and finance",ğŸ–¥ï¸Computer and mathematical,,,,,,,,,,Chief Information Officer,20,1,"IT, Data, Innovation",5,5,5,5,5,5,COVID vaccination is a necessary step to fully reopening the economy and providing opportunity for everyone to re-engage in society. I plan to take the vaccine as soon as I am eligible.,5,3,5,0,0,0,0,1,6,5,3,2,Group Member 1,Group Member 2,Group Member 3,,Group Member 1,Group Member 2,Group Member 3,,5,5,1,6,4,1,,,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,6,5,6,5,5,It is based on community members driving local solutions and thus can respond to different contexts.,5,I found it somewhat useful,It was fun and I believe it will be helpful to me in the future.,2,5,It is fun to work with passionate people. It takes openness and respect to fully benefit from everybody's perspective.,Mentorship for young people to meet their life/career goals.
14,TRUE,443169,9,30-Apr,Homogenous,2,,Listen,Productive,,Supportive,Listening,,Our qualitative analysis found that you supported the group by taking initiative in note taking. One area of growth that we identified was open communication in exchanging new ideas and/or offering your thoughts for the group discussion.,4,4,5,5,0.47548363,-0.725288566,-0.311269443,-1.422380642,2.186749121,-1.011234735,1.048389393,-2.230345702,0.412635898,1,2,4,2,4,1,2.6,White American,United States ğŸ‡ºğŸ‡¸,40,United States ğŸ‡ºğŸ‡¸,0,No,Woman,18,2,Equal years of schooling,Less years of schooling,10,0,,,For-profit (company),,"ğŸ’¼ Management, business, and finance",,,,,,,"ğŸ¨ Art, design, entertainment, sports, & media",,,,Project Manager,3,1,"HR, operations, contract, public relations",5,5,4,5,5,5,"I think vaccination is necessary to create a baseline of relative  safety in our local, national, and international communities.  Ideally, this will mitigate the impact of the virus as the public health community maps a long-term strategy for treating the virus in the years to come, including possible variants.",1,3,4,0,0,0,0,1,5,5,5,4,Group Member 1,Group Member 2,Group Member 3,,Group Member 1,,,,4,5,3,5,4,4,Somewhat,Somewhat,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,5,4,3,,5,I found it minimally useful,"The challenges were fun and brought out my competitiveness. However, I was not sure if I agreed with all of the assessments as some seemed to be making a broad assumption based on a single, narrow task.",2,3,"This group of strangers was very polite to one another which may have limited some openness. In addition, the short time available made it difficult to establish trust and order to the chaos of quick brainstorming and decision making. I was thinking more about the circumstances than any diversity in our approaches, save for a dominant male voice over 2 women in the group.",Climate advocacy and changes to behaviors that impact climate negatively.
